instant,dateday,season,year,month,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,count,season_labels,actual_temp,weather_labels
212,2011-07-31,3,0,Jul,0,,0,1,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,Fall,33.039153,Clear
213,2011-08-01,3,0,Aug,0,,1,1,0.771667,0.703292,0.550833,0.156717,729,3537,4266,Fall,31.638347,Clear
214,2011-08-02,3,0,Aug,0,,1,1,0.783333,0.707071,0.49125,0.20585,801,4044,4845,Fall,32.116653,Clear
215,2011-08-03,3,0,Aug,0,,1,2,0.731667,0.679937,0.6575,0.135583,467,3107,3574,Fall,29.998347,Mist
216,2011-08-04,3,0,Aug,0,,1,2,0.71,0.664788,0.7575,0.19715,799,3777,4576,Fall,29.11,Mist
217,2011-08-05,3,0,Aug,0,,1,1,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,Fall,29.144153000000003,Clear
218,2011-08-06,3,0,Aug,0,,0,2,0.716667,0.676154,0.755,0.22825,1521,2773,4294,Fall,29.383347,Mist
219,2011-08-07,3,0,Aug,0,,0,1,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,Fall,30.442500000000003,Clear
220,2011-08-08,3,0,Aug,0,,1,1,0.765,0.703283,0.592083,0.192175,846,3480,4326,Fall,31.365000000000002,Clear
221,2011-08-09,3,0,Aug,0,,1,1,0.775,0.724121,0.570417,0.151121,907,3695,4602,Fall,31.775000000000002,Clear
222,2011-08-10,3,0,Aug,0,,1,1,0.766667,0.684983,0.424167,0.200258,884,3896,4780,Fall,31.433346999999998,Clear
223,2011-08-11,3,0,Aug,0,,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,Fall,29.4175,Clear
224,2011-08-12,3,0,Aug,0,,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,Fall,29.041653,Clear
225,2011-08-13,3,0,Aug,0,,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,Fall,28.119153,Mist
226,2011-08-14,3,0,Aug,0,,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,Fall,27.743347,Mist
227,2011-08-15,3,0,Aug,0,,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,Fall,27.299153,Clear
228,2011-08-16,3,0,Aug,0,,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,Fall,28.734153000000003,Clear
229,2011-08-17,3,0,Aug,0,,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Fall,29.656653,Clear
230,2011-08-18,3,0,Aug,0,,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Fall,29.178347000000002,Clear
231,2011-08-19,3,0,Aug,0,,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Fall,28.085,Mist
232,2011-08-20,3,0,Aug,0,,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Fall,28.5975,Clear
233,2011-08-21,3,0,Aug,0,,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Fall,29.144153000000003,Clear
234,2011-08-22,3,0,Aug,0,,1,1,0.691667,0.638254,0.47,0.27675,833,3925,4758,Fall,28.358347000000002,Clear
235,2011-08-23,3,0,Aug,0,,1,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,Fall,26.274153,Clear
236,2011-08-24,3,0,Aug,0,,1,1,0.673333,0.630692,0.605,0.253108,949,4181,5130,Fall,27.606652999999998,Clear
237,2011-08-25,3,0,Aug,0,,1,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542,Fall,28.050846999999997,Mist
238,2011-08-26,3,0,Aug,0,,1,1,0.7,0.659733,0.76125,0.0839625,768,3893,4661,Fall,28.7,Clear
239,2011-08-27,3,0,Aug,0,,0,2,0.68,0.635556,0.85,0.375617,226,889,1115,Fall,27.880000000000003,Mist
240,2011-08-28,3,0,Aug,0,,0,1,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,Fall,28.989418999999998,Clear
241,2011-08-29,3,0,Aug,0,,1,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634,Fall,26.103347,Clear
242,2011-08-30,3,0,Aug,0,,1,1,0.639167,0.594704,0.548333,0.125008,775,4429,5204,Fall,26.205847000000002,Clear
243,2011-08-31,3,0,Aug,0,,1,1,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,Fall,26.923347,Clear
244,2011-09-01,3,0,Sep,0,,1,1,0.655,0.614921,0.639167,0.141796,783,4332,5115,Fall,26.855,Clear
245,2011-09-02,3,0,Sep,0,,1,2,0.643333,0.604808,0.727083,0.139929,875,3852,4727,Fall,26.376653,Mist
246,2011-09-03,3,0,Sep,0,,0,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,Fall,27.435847,Clear
247,2011-09-04,3,0,Sep,0,,0,1,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,Fall,29.075847,Clear
248,2011-09-05,3,0,Sep,1,,0,2,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,Fall,27.606652999999998,Mist
249,2011-09-06,3,0,Sep,0,,1,3,0.54,0.5152,0.886957,0.343943,204,2506,2710,Fall,22.14,Light Rain
250,2011-09-07,3,0,Sep,0,,1,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,Fall,24.565847,Light Rain
251,2011-09-08,3,0,Sep,0,,1,3,0.633913,0.555361,0.939565,0.192748,153,1689,1842,Fall,25.990433,Light Rain
252,2011-09-09,3,0,Sep,0,,1,2,0.65,0.578946,0.897917,0.124379,417,3127,3544,Fall,26.650000000000002,Mist
253,2011-09-10,3,0,Sep,0,,0,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345,Fall,27.060000000000002,Clear
254,2011-09-11,3,0,Sep,0,,0,1,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,Fall,26.786653,Clear
255,2011-09-12,3,0,Sep,0,,1,1,0.644348,0.60213,0.692174,0.088913,690,4023,4713,Fall,26.418268,Clear
256,2011-09-13,3,0,Sep,0,,1,1,0.650833,0.603554,0.7125,0.141804,701,4062,4763,Fall,26.684153,Clear
257,2011-09-14,3,0,Sep,0,,1,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785,Fall,27.606652999999998,Clear
258,2011-09-15,3,0,Sep,0,,1,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659,Fall,23.677500000000002,Mist
259,2011-09-16,3,0,Sep,0,,1,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760,Fall,19.235847,Mist
260,2011-09-17,3,0,Sep,0,,0,2,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,Fall,20.158347,Mist
261,2011-09-18,3,0,Sep,0,,0,1,0.5075,0.490537,0.695,0.178483,1353,2921,4274,Fall,20.807499999999997,Clear
262,2011-09-19,3,0,Sep,0,,1,2,0.549167,0.529675,0.69,0.151742,691,3848,4539,Fall,22.515846999999997,Mist
263,2011-09-20,3,0,Sep,0,,1,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641,Fall,23.028347,Mist
264,2011-09-21,3,0,Sep,0,,1,2,0.595,0.550533,0.9,0.0964042,539,3813,4352,Fall,24.395,Mist
265,2011-09-22,3,0,Sep,0,,1,2,0.628333,0.554963,0.902083,0.128125,555,4240,4795,Fall,25.761653000000003,Mist
266,2011-09-23,4,0,Sep,0,,1,2,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,Winter,24.975847,Mist
267,2011-09-24,4,0,Sep,0,,0,2,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,Winter,24.873347,Mist
268,2011-09-25,4,0,Sep,0,,0,2,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,Winter,26.000847,Mist
269,2011-09-26,4,0,Sep,0,,1,2,0.649167,0.589042,0.848333,0.1107,684,3946,4630,Winter,26.615847000000002,Mist
270,2011-09-27,4,0,Sep,0,,1,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120,Winter,26.103347,Mist
271,2011-09-28,4,0,Sep,0,,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,Winter,26.035,Mist
272,2011-09-29,4,0,Sep,0,,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,Winter,25.283347,Clear
273,2011-09-30,4,0,Sep,0,,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,Winter,23.130847,Clear
274,2011-10-01,4,0,Oct,0,,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,Winter,16.81,Mist
275,2011-10-02,4,0,Oct,0,,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,Winter,14.623347,Mist
276,2011-10-03,4,0,Oct,0,,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,Winter,15.750846999999998,Mist
277,2011-10-04,4,0,Oct,0,,1,1,0.484167,0.472858,0.71,0.205854,486,3970,4456,Winter,19.850847,Clear
278,2011-10-05,4,0,Oct,0,,1,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826,Winter,22.071652999999998,Clear
279,2011-10-06,4,0,Oct,0,,1,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765,Winter,20.260847000000002,Clear
280,2011-10-07,4,0,Oct,0,,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,Winter,20.944153,Clear
281,2011-10-08,4,0,Oct,0,,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,Winter,21.388347,Clear
282,2011-10-09,4,0,Oct,0,,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,Winter,22.174153,Clear
283,2011-10-10,4,0,Oct,1,,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,Winter,23.404153,Clear
284,2011-10-11,4,0,Oct,0,,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,Winter,23.233347000000002,Mist
285,2011-10-12,4,0,Oct,0,,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,Winter,22.276653,Light Rain
286,2011-10-13,4,0,Oct,0,,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,Winter,24.155847,Mist
287,2011-10-14,4,0,Oct,0,,1,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644,Winter,22.584153,Mist
288,2011-10-15,4,0,Oct,0,,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,Winter,20.773346999999998,Clear
289,2011-10-16,4,0,Oct,0,,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,Winter,20.978347,Clear
290,2011-10-17,4,0,Oct,0,,1,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570,Winter,21.900847,Clear
291,2011-10-18,4,0,Oct,0,,1,2,0.5325,0.522721,0.701667,0.110087,637,4111,4748,Winter,21.8325,Mist
292,2011-10-19,4,0,Oct,0,,1,3,0.541739,0.513848,0.895217,0.243339,254,2170,2424,Winter,22.211299,Light Rain
293,2011-10-20,4,0,Oct,0,,1,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195,Winter,19.509153,Clear
294,2011-10-21,4,0,Oct,0,,1,1,0.4275,0.423596,0.574167,0.221396,676,3628,4304,Winter,17.5275,Clear
295,2011-10-22,4,0,Oct,0,,0,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,Winter,17.322499999999998,Clear
296,2011-10-23,4,0,Oct,0,,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,Winter,17.288347,Clear
297,2011-10-24,4,0,Oct,0,,1,1,0.463333,0.457067,0.772083,0.118792,699,3488,4187,Winter,18.996653,Clear
298,2011-10-25,4,0,Oct,0,,1,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687,Winter,19.338347,Clear
299,2011-10-26,4,0,Oct,0,,1,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894,Winter,19.850847,Mist
300,2011-10-27,4,0,Oct,0,,1,2,0.47,0.457046,0.812917,0.197763,240,2419,2659,Winter,19.27,Mist
301,2011-10-28,4,0,Oct,0,,1,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747,Winter,13.564153,Mist
302,2011-10-29,4,0,Oct,0,,0,3,0.254167,0.227913,0.8825,0.351371,57,570,627,Winter,10.420846999999998,Light Rain
303,2011-10-30,4,0,Oct,0,,0,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Winter,13.085847,Clear
304,2011-10-31,4,0,Oct,0,,1,1,0.34,0.356063,0.703333,0.10635,362,3307,3669,Winter,13.940000000000001,Clear
305,2011-11-01,4,0,Nov,0,,1,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Winter,16.434153,Clear
306,2011-11-02,4,0,Nov,0,,1,1,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Winter,15.477500000000001,Clear
307,2011-11-03,4,0,Nov,0,,1,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Winter,16.741653,Clear
308,2011-11-04,4,0,Nov,0,,1,2,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Winter,16.536653,Mist
309,2011-11-05,4,0,Nov,0,,0,1,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Winter,13.393346999999999,Clear
310,2011-11-06,4,0,Nov,0,,0,1,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Winter,14.281653,Clear
311,2011-11-07,4,0,Nov,0,,1,1,0.395,0.400871,0.75875,0.057225,373,3662,4035,Winter,16.195,Clear
312,2011-11-08,4,0,Nov,0,,1,1,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Winter,16.741653,Clear
313,2011-11-09,4,0,Nov,0,,1,1,0.4,0.409079,0.758333,0.0621958,305,3804,4109,Winter,16.400000000000002,Clear
314,2011-11-10,4,0,Nov,0,,1,2,0.38,0.373721,0.813333,0.189067,190,2743,2933,Winter,15.58,Mist
315,2011-11-11,4,0,Nov,1,,0,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368,Winter,13.290847,Clear
316,2011-11-12,4,0,Nov,0,,0,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,Winter,14.623347,Clear
317,2011-11-13,4,0,Nov,0,,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,Winter,18.074153,Clear
318,2011-11-14,4,0,Nov,0,,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,Winter,21.73,Clear
319,2011-11-15,4,0,Nov,0,,1,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,Winter,21.73,Mist
320,2011-11-16,4,0,Nov,0,,1,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,Winter,18.723347,Light Rain
321,2011-11-17,4,0,Nov,0,,1,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053,Winter,14.008347,Mist
322,2011-11-18,4,0,Nov,0,,1,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,Winter,11.240847,Clear
323,2011-11-19,4,0,Nov,0,,0,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663,Winter,13.495847,Clear
324,2011-11-20,4,0,Nov,0,,0,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520,Winter,18.996653,Mist
325,2011-11-21,4,0,Nov,0,,1,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,Winter,18.3475,Light Rain
326,2011-11-22,4,0,Nov,0,,1,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607,Winter,17.083347,Light Rain
327,2011-11-23,4,0,Nov,0,,1,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,Winter,18.074153,Mist
328,2011-11-24,4,0,Nov,1,,0,1,0.373333,0.372471,0.549167,0.167304,560,935,1495,Winter,15.306653,Clear
329,2011-11-25,4,0,Nov,0,,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,Winter,15.375,Clear
330,2011-11-26,4,0,Nov,0,,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,Winter,15.409152999999998,Clear
331,2011-11-27,4,0,Nov,0,,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,Winter,18.825847,Clear
332,2011-11-28,4,0,Nov,0,,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,Winter,20.642598,Clear
333,2011-11-29,4,0,Nov,0,,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,Winter,18.791653,Mist
334,2011-11-30,4,0,Nov,0,,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,Winter,13.325000000000001,Clear
335,2011-12-01,4,0,Dec,0,,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,Winter,12.8125,Clear
336,2011-12-02,4,0,Dec,0,,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,Winter,12.880847,Clear
337,2011-12-03,4,0,Dec,0,,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,Winter,12.265847,Clear
338,2011-12-04,4,0,Dec,0,,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,Winter,13.564153,Clear
339,2011-12-05,4,0,Dec,0,,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,Winter,15.819153,Mist
340,2011-12-06,4,0,Dec,0,,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,Winter,18.962500000000002,Light Rain
341,2011-12-07,4,0,Dec,0,,1,3,0.41,0.400246,0.970417,0.266175,50,655,705,Winter,16.81,Light Rain
342,2011-12-08,4,0,Dec,0,,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,Winter,10.899153,Clear
343,2011-12-09,4,0,Dec,0,,1,1,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,Winter,11.924153,Clear
344,2011-12-10,4,0,Dec,0,,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,Winter,11.275,Clear
345,2011-12-11,4,0,Dec,0,,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Winter,9.054153,Clear
346,2011-12-12,4,0,Dec,0,,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Winter,9.771652999999999,Clear
347,2011-12-13,4,0,Dec,0,,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Winter,11.5825,Clear
348,2011-12-14,4,0,Dec,0,,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Winter,13.0175,Mist
349,2011-12-15,4,0,Dec,0,,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Winter,17.322499999999998,Mist
350,2011-12-16,4,0,Dec,0,,1,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,Winter,15.375,Mist
351,2011-12-17,4,0,Dec,0,,0,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,Winter,10.591652999999999,Mist
352,2011-12-18,4,0,Dec,0,,0,1,0.238333,0.245579,0.58625,0.169779,220,2211,2431,Winter,9.771652999999999,Clear
353,2011-12-19,4,0,Dec,0,,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,Winter,11.343347,Clear
354,2011-12-20,4,0,Dec,0,,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,Winter,15.819153,Mist
355,2011-12-21,1,0,Dec,0,,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,Springer,17.561653,Mist
356,2011-12-22,1,0,Dec,0,,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,Springer,17.356653,Mist
357,2011-12-23,1,0,Dec,0,,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,Springer,15.306653,Clear
358,2011-12-24,1,0,Dec,0,,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,Springer,12.4025,Clear
359,2011-12-25,1,0,Dec,0,,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754,Springer,11.266103,Clear
360,2011-12-26,1,0,Dec,1,,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,Springer,13.191299,Clear
361,2011-12-27,1,0,Dec,0,,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,Springer,13.325000000000001,Mist
362,2011-12-28,1,0,Dec,0,,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,Springer,12.264330000000001,Clear
363,2011-12-29,1,0,Dec,0,,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,Springer,10.181653,Clear
364,2011-12-30,1,0,Dec,0,,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,Springer,12.778347000000002,Clear
365,2011-12-31,1,0,Dec,0,,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,Springer,16.81,Clear
366,2012-01-01,1,1,Jan,0,,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,Springer,15.17,Clear
367,2012-01-02,1,1,Jan,1,,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,Springer,11.194763,Clear
368,2012-01-03,1,1,Jan,0,,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,Springer,6.1499999999999995,Clear
369,2012-01-04,1,1,Jan,0,,1,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,Springer,4.4075,Mist
370,2012-01-05,1,1,Jan,0,,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,Springer,10.899153,Clear
371,2012-01-06,1,1,Jan,0,,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,Springer,13.700847,Clear
372,2012-01-07,1,1,Jan,0,,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,Springer,16.126653,Clear
373,2012-01-08,1,1,Jan,0,,0,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,Springer,13.8375,Clear
374,2012-01-09,1,1,Jan,0,,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,Springer,9.190847,Mist
375,2012-01-10,1,1,Jan,0,,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,Springer,12.656536000000001,Clear
376,2012-01-11,1,1,Jan,0,,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,Springer,11.240847,Mist
377,2012-01-12,1,1,Jan,0,,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,Springer,15.682500000000001,Mist
378,2012-01-13,1,1,Jan,0,,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,Springer,11.240847,Clear
379,2012-01-14,1,1,Jan,0,,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,Springer,7.38,Clear
380,2012-01-15,1,1,Jan,0,,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,Springer,6.833347000000001,Clear
381,2012-01-16,1,1,Jan,1,,0,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,Springer,7.79,Clear
382,2012-01-17,1,1,Jan,0,,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,Springer,15.294763,Mist
383,2012-01-18,1,1,Jan,0,,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,Springer,12.436653000000002,Clear
384,2012-01-19,1,1,Jan,0,,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,Springer,7.79,Clear
385,2012-01-20,1,1,Jan,0,,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,Springer,8.9175,Mist
386,2012-01-21,1,1,Jan,0,,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,Springer,7.106653,Mist
387,2012-01-22,1,1,Jan,0,,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,Springer,6.6625000000000005,Mist
388,2012-01-23,1,1,Jan,0,,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,Springer,8.951653,Mist
389,2012-01-24,1,1,Jan,0,,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,Springer,14.0425,Clear
390,2012-01-25,1,1,Jan,0,,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,Springer,12.060847,Clear
391,2012-01-26,1,1,Jan,0,,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Springer,14.008347,Mist
392,2012-01-27,1,1,Jan,0,,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,17.425,Mist
393,2012-01-28,1,1,Jan,0,,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,12.949152999999999,Clear
394,2012-01-29,1,1,Jan,0,,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,11.5825,Clear
395,2012-01-30,1,1,Jan,0,,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,11.035847,Clear
396,2012-01-31,1,1,Jan,0,,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,Springer,15.99,Clear
397,2012-02-01,1,1,Feb,0,,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,Springer,19.235847,Clear
398,2012-02-02,1,1,Feb,0,,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,Springer,16.365847,Mist
399,2012-02-03,1,1,Feb,0,,1,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151,Springer,12.846652999999998,Clear
400,2012-02-04,1,1,Feb,0,,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,Springer,10.830846999999999,Mist
401,2012-02-05,1,1,Feb,0,,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,Springer,10.899153,Mist
402,2012-02-06,1,1,Feb,0,,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,Springer,11.586969,Clear
403,2012-02-07,1,1,Feb,0,,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,Springer,14.520847,Clear
404,2012-02-08,1,1,Feb,0,,1,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,Springer,10.523347,Mist
405,2012-02-09,1,1,Feb,0,,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,Springer,10.865,Clear
406,2012-02-10,1,1,Feb,0,,1,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,Springer,11.514153,Mist
407,2012-02-11,1,1,Feb,0,,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,Springer,9.190847,Light Rain
408,2012-02-12,1,1,Feb,0,,0,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529,Springer,5.2275,Clear
409,2012-02-13,1,1,Feb,0,,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,Springer,9.1225,Clear
410,2012-02-14,1,1,Feb,0,,1,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,Springer,13.085847,Mist
411,2012-02-15,1,1,Feb,0,,1,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,Springer,14.281653,Clear
412,2012-02-16,1,1,Feb,0,,1,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,Springer,12.983346999999998,Mist
413,2012-02-17,1,1,Feb,0,,1,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,Springer,14.076653,Clear
414,2012-02-18,1,1,Feb,0,,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,Springer,14.213347,Clear
415,2012-02-19,1,1,Feb,0,,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,Springer,11.48,Mist
416,2012-02-20,1,1,Feb,1,,0,1,0.28,0.273391,0.507826,0.229083,502,2627,3129,Springer,11.48,Clear
417,2012-02-21,1,1,Feb,0,,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,Springer,11.800866000000001,Clear
418,2012-02-22,1,1,Feb,0,,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,Springer,16.229153,Clear
419,2012-02-23,1,1,Feb,0,,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,Springer,18.620846999999998,Clear
420,2012-02-24,1,1,Feb,0,,1,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487,Springer,16.7075,Mist
421,2012-02-25,1,1,Feb,0,,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,Springer,11.924153,Clear
422,2012-02-26,1,1,Feb,0,,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,Springer,11.445847,Clear
